Species Name,Type,Source,Range ,COSEWICID
Lycaena dospassosi,Common Species,NatureServe,No,NA
Lycaena helloides,Common Species,NatureServe,No,NA
Lycaena heteronea heteronea,Common Species,NatureServe,No,NA
Lycaena hyllus,Common Species,NatureServe,No,NA
Lycaena nivalis,Common Species,NatureServe,No,NA
Lycaena phlaeas,Common Species,NatureServe,No,NA
Lycaena rubidus,Common Species,NatureServe,No,NA
Lycopodiella inundata,Common Species,NatureServe,No,NA
Lycopodium complanatum,Common Species,NatureServe,No,NA
Lycopodium dendroideum,Common Species,NatureServe,No,NA
Lycopodium hickeyi,Common Species,NatureServe,No,NA
Lycopodium lagopus,Common Species,NatureServe,No,NA
Lycopodium obscurum,Common Species,NatureServe,No,NA
Lycopodium sabinifolium,Common Species,NatureServe,No,NA
Lycopodium sitchense,Common Species,NatureServe,No,NA
Lycopodium tristachyum,Common Species,NatureServe,No,NA
Lycopus asper,Common Species,NatureServe,No,NA
Lycopus laurentianus,Common Species,NatureServe,No,NA
Lycopus rubellus,Common Species,NatureServe,No,NA
Lycopus virginicus,Common Species,NatureServe,No,NA
Lynx canadensis,Common Species,NatureServe,No,NA
Lynx rufus,Common Species,NatureServe,No,NA
Lyogyrus granum,Common Species,NatureServe,No,NA
Lyonia ligustrina,Common Species,NatureServe,No,NA
Lysimachia hybrida,Common Species,NatureServe,No,NA
Lysimachia quadriflora,Common Species,NatureServe,No,NA
Lysimachia quadrifolia,Common Species,NatureServe,No,NA
Lythrum alatum,Common Species,NatureServe,No,NA
Macrhybopsis storeriana,Common Species,NatureServe,No,NA
Macromia magnifica,Common Species,NatureServe,No,NA
Macromia taeniolata,Common Species,NatureServe,No,NA
Madia minima,Common Species,NatureServe,No,NA
Maianthemum racemosum ssp. amplexicaule,Common Species,NatureServe,No,NA
Maianthemum racemosum,Common Species,NatureServe,No,NA
Maianthemum stellatum,Common Species,NatureServe,No,NA
Malaxis brachypoda,Common Species,NatureServe,No,NA
Malaxis monophyllos,Common Species,NatureServe,No,NA
Malaxis paludosa,Common Species,NatureServe,No,NA
Malaxis unifolia,Common Species,NatureServe,No,NA
Mannia fragrans,Common Species,NatureServe,No,NA
Mannia pilosa,Common Species,NatureServe,No,NA
Marah oreganus,Common Species,NatureServe,No,NA
Marchantia alpestris,Common Species,NatureServe,No,NA
Margariscus nachtriebi,Common Species,NatureServe,No,NA
Marmota monax,Common Species,NatureServe,No,NA
Marsilea vestita,Common Species,NatureServe,No,NA
Marsupella boeckii,Common Species,NatureServe,No,NA
Marsupella condensata,Common Species,NatureServe,No,NA
Marsupella revoluta,Common Species,NatureServe,No,NA
Marsupella sparsifolia,Common Species,NatureServe,No,NA
Martes americana,Common Species,NatureServe,No,NA
Massalongia carnosa,Common Species,NatureServe,No,NA
Matteuccia struthiopteris,Common Species,NatureServe,No,NA
Meesia hexasticha,Common Species,NatureServe,No,NA
Meesia longiseta,Common Species,NatureServe,No,NA
Meesia triquetra,Common Species,NatureServe,No,NA
Megaceryle alcyon,Common Species,NatureServe,No,NA
Megalodonta beckii var. beckii,Common Species,NatureServe,No,NA
Megalodonta beckii,Common Species,NatureServe,No,NA
Megaptera novaeangliae,Common Species,NatureServe,No,NA
Megascops asio,Common Species,NatureServe,No,NA
Megathymus streckeri,Common Species,NatureServe,No,NA
Megisto cymela,Common Species,NatureServe,No,NA
Melanelia fuliginosa,Common Species,NatureServe,No,NA
Melanelia olivacea,Common Species,NatureServe,No,NA
Melanelia panniformis,Common Species,NatureServe,No,NA
Melanelia subargentifera,Common Species,NatureServe,No,NA
Melanelia trabeculata,Common Species,NatureServe,No,NA
Melanitta americana,Common Species,NatureServe,No,NA
Melanitta perspicillata,Common Species,NatureServe,No,NA
Melica bulbosa,Common Species,NatureServe,No,NA
Melica harfordii,Common Species,NatureServe,No,NA
Melica smithii,Common Species,NatureServe,No,NA
Melica spectabilis,Common Species,NatureServe,No,NA
Menetus opercularis,Common Species,NatureServe,No,NA
Menispermum canadense,Common Species,NatureServe,No,NA
Mentzelia albicaulis,Common Species,NatureServe,No,NA
Mergus serrator,Common Species,NatureServe,No,NA
Mertensia drummondii,Common Species,NatureServe,No,NA
Mertensia lanceolata var. lanceolata,Common Species,NatureServe,No,NA
Mertensia lanceolata,Common Species,NatureServe,No,NA
Mertensia longiflora,Common Species,NatureServe,No,NA
Mertensia maritima,Common Species,NatureServe,No,NA
Mertensia paniculata var. borealis,Common Species,NatureServe,No,NA
Mertensia virginica,Common Species,NatureServe,No,NA
Mesodon clausus,Common Species,NatureServe,No,NA
Mesodon zaletus,Common Species,NatureServe,No,NA
Metacalypogeia schusterana,Common Species,NatureServe,No,NA
Micarea assimilata,Common Species,NatureServe,No,NA
Micarea prasina,Common Species,NatureServe,No,NA
Micarea sylvicola,Common Species,NatureServe,No,NA
Microcalicium arenarium,Common Species,NatureServe,No,NA
Microseris lindleyi,Common Species,NatureServe,No,NA
Microseris nutans,Common Species,NatureServe,No,NA
Microtus chrotorrhinus,Common Species,NatureServe,No,NA
Microtus ochrogaster,Common Species,NatureServe,No,NA
Microtus richardsoni,Common Species,NatureServe,No,NA
Mielichhoferia macrocarpa,Common Species,NatureServe,No,NA
Milium effusum var. cisatlanticum,Common Species,NatureServe,No,NA
Mimulus alatus,Common Species,NatureServe,No,NA
Mimulus breviflorus,Common Species,NatureServe,No,NA
Mimulus breweri,Common Species,NatureServe,No,NA
Mimulus dentatus,Common Species,NatureServe,No,NA
Mimulus floribundus,Common Species,NatureServe,No,NA
Mimulus glabratus var. jamesii,Common Species,NatureServe,No,NA
Mimulus glabratus,Common Species,NatureServe,No,NA
Mimulus guttatus,Common Species,NatureServe,No,NA
Mimulus patulus,Common Species,NatureServe,No,NA
Mimulus ringens,Common Species,NatureServe,No,NA
Mimulus suksdorfii,Common Species,NatureServe,No,NA
Mimulus tilingii,Common Species,NatureServe,No,NA
Mimus polyglottos,Common Species,NatureServe,No,NA
Minuartia arctica,Common Species,NatureServe,No,NA
Minuartia austromontana,Common Species,NatureServe,No,NA
Minuartia elegans,Common Species,NatureServe,No,NA
Minuartia groenlandica,Common Species,NatureServe,No,NA
Minuartia litorea,Common Species,NatureServe,No,NA
Minuartia macrocarpa,Common Species,NatureServe,No,NA
Minuartia marcescens,Common Species,NatureServe,No,NA
Minuartia michauxii,Common Species,NatureServe,No,NA
Minuartia rubella,Common Species,NatureServe,No,NA
Minuartia stricta,Common Species,NatureServe,No,NA
Mirabilis linearis,Common Species,NatureServe,No,NA
Mitchella repens,Common Species,NatureServe,No,NA
Mitella caulescens,Common Species,NatureServe,No,NA
Mnium ambiguum,Common Species,NatureServe,No,NA
Mnium thomsonii,Common Species,NatureServe,No,NA
Moehringia macrophylla,Common Species,NatureServe,No,NA
Moerckia blyttii,Common Species,NatureServe,No,NA
Molothrus ater,Common Species,NatureServe,No,NA
Monadenia fidelis,Common Species,NatureServe,No,NA
Monarda didyma,Common Species,NatureServe,No,NA
Monarda punctata var. villicaulis,Common Species,NatureServe,No,NA
Monarda punctata,Common Species,NatureServe,No,NA
Moneses uniflora,Common Species,NatureServe,No,NA
Monotropa hypopithys,Common Species,NatureServe,No,NA
Montia chamissoi,Common Species,NatureServe,No,NA
Montia diffusa,Common Species,NatureServe,No,NA
Montia fontana,Common Species,NatureServe,No,NA
Montia linearis,Common Species,NatureServe,No,NA
Montia parvifolia,Common Species,NatureServe,No,NA
Morella pensylvanica,Common Species,NatureServe,No,NA
Morone saxatilis,Common Species,NatureServe,No,NA
Motacilla tschutschensis,Common Species,NatureServe,No,NA
Moxostoma anisurum,Common Species,NatureServe,No,NA
Moxostoma erythrurum,Common Species,NatureServe,No,NA
Moxostoma valenciennesi,Common Species,NatureServe,No,NA
Muhlenbergia andina,Common Species,NatureServe,No,NA
Muhlenbergia filiformis,Common Species,NatureServe,No,NA
Muhlenbergia glomerata,Common Species,NatureServe,No,NA
Muhlenbergia mexicana,Common Species,NatureServe,No,NA
Muhlenbergia racemosa,Common Species,NatureServe,No,NA
Muhlenbergia richardsonis,Common Species,NatureServe,No,NA
Muhlenbergia sobolifera,Common Species,NatureServe,No,NA
Muhlenbergia sylvatica,Common Species,NatureServe,No,NA
Muhlenbergia tenuiflora,Common Species,NatureServe,No,NA
Munroa squarrosa,Common Species,NatureServe,No,NA
Musineon divaricatum,Common Species,NatureServe,No,NA
Mustela erminea anguinae,Common Species,NatureServe,No,NA
Mustela frenata,Common Species,NatureServe,No,NA
Mustela nigripes,Common Species,NatureServe,No,NA
Mustela nivalis,Common Species,NatureServe,No,NA
Mycobilimbia hypnorum,Common Species,NatureServe,No,NA
Mycobilimbia sabuletorum,Common Species,NatureServe,No,NA
Mycoblastus affinis,Common Species,NatureServe,No,NA
Mycoblastus sanguinarius,Common Species,NatureServe,No,NA
Myiarchus crinitus,Common Species,NatureServe,No,NA
Myodes gapperi occidentalis,Common Species,NatureServe,No,NA
Myodes gapperi,Common Species,NatureServe,No,NA
Myosotis macrosperma,Common Species,NatureServe,No,NA
Myosotis verna,Common Species,NatureServe,No,NA
Myosurus apetalus var. borealis,Common Species,NatureServe,No,NA
Myosurus apetalus var. montanus,Common Species,NatureServe,No,NA
Myosurus apetalus,Common Species,NatureServe,No,NA
Myosurus minimus,Common Species,NatureServe,No,NA
Myotis ciliolabrum,Common Species,NatureServe,No,NA
Myotis keenii,Common Species,NatureServe,No,NA
Myotis leibii,Common Species,NatureServe,No,NA
Myotis thysanodes,Common Species,NatureServe,No,NA
Myoxocephalus thompsonii,Common Species,NatureServe,No,NA
Myriogramme spectabilis,Common Species,NatureServe,No,NA
Myriophyllum farwellii,Common Species,NatureServe,No,NA
Myriophyllum heterophyllum,Common Species,NatureServe,No,NA
Myriophyllum hippuroides,Common Species,NatureServe,No,NA
Myriophyllum humile,Common Species,NatureServe,No,NA
Myriophyllum pinnatum,Common Species,NatureServe,No,NA
Myriophyllum quitense,Common Species,NatureServe,No,NA
Myriophyllum sibiricum,Common Species,NatureServe,No,NA
Myriophyllum verticillatum,Common Species,NatureServe,No,NA
Myurella julacea,Common Species,NatureServe,No,NA
Myurella sibirica,Common Species,NatureServe,No,NA
Myurella tenerrima,Common Species,NatureServe,No,NA
Naemia seriata,Common Species,NatureServe,No,NA
Najas flexilis,Common Species,NatureServe,No,NA
Najas gracillima,Common Species,NatureServe,No,NA
Najas marina,Common Species,NatureServe,No,NA
Nannothemis bella,Common Species,NatureServe,No,NA
Nardia breidleri,Common Species,NatureServe,No,NA
Nardia insecta,Common Species,NatureServe,No,NA
Nasiaeschna pentacantha,Common Species,NatureServe,No,NA
Nassella viridula,Common Species,NatureServe,No,NA
Navarretia intertexta ssp. intertexta,Common Species,NatureServe,No,NA
Navarretia intertexta ssp. propinqua,Common Species,NatureServe,No,NA
Navarretia leucocephala ssp. minima,Common Species,NatureServe,No,NA
Neckera pennata,Common Species,NatureServe,No,NA
Nehalennia gracilis,Common Species,NatureServe,No,NA
Nelumbo lutea,Common Species,NatureServe,No,NA
Nemophila breviflora,Common Species,NatureServe,No,NA
Neotamias ruficaudus,Common Species,NatureServe,No,NA
Nephroma bellum,Common Species,NatureServe,No,NA
Nephroma helveticum,Common Species,NatureServe,No,NA
Nephroma laevigatum,Common Species,NatureServe,No,NA
Nephroma parile,Common Species,NatureServe,No,NA
Nephroma resupinatum,Common Species,NatureServe,No,NA
Nephroma silvae-veteris,Common Species,NatureServe,No,NA
Nerodia sipedon insularum,Common Species,NatureServe,No,NA
Neurocordulia michaeli,Common Species,NatureServe,No,NA
Notamblyscirtes simius,Common Species,NatureServe,No,NA
Nothocalais cuspidata,Common Species,NatureServe,No,NA
Notothylas orbicularis,Common Species,NatureServe,No,NA
Notropis blennius,Common Species,NatureServe,No,NA
Notropis buchanani,Common Species,NatureServe,No,NA
Notropis dorsalis,Common Species,NatureServe,No,NA
Notropis hudsonius,Common Species,NatureServe,No,NA
Noturus flavus,Common Species,NatureServe,No,NA
Noturus insignis,Common Species,NatureServe,No,NA
Noturus miurus,Common Species,NatureServe,No,NA
Novisuccinea ovalis,Common Species,NatureServe,No,NA
Numenius phaeopus hudsonicus,Common Species,NatureServe,No,NA
Numenius phaeopus,Common Species,NatureServe,No,NA
Nuphar advena,Common Species,NatureServe,No,NA
Nuphar lutea ssp. pumila,Common Species,NatureServe,No,NA
Nuphar lutea ssp. rubrodisca,Common Species,NatureServe,No,NA
Nuttallanthus canadensis,Common Species,NatureServe,No,NA
Nycticorax nycticorax,Common Species,NatureServe,No,NA
Nymphaea leibergii,Common Species,NatureServe,No,NA
Nymphaea odorata ssp. tuberosa,Common Species,NatureServe,No,NA
Nymphaea odorata,Common Species,NatureServe,No,NA
Nymphaea tetragona,Common Species,NatureServe,No,NA
Nymphalis antiopa,Common Species,NatureServe,No,NA
Nymphalis l-album,Common Species,NatureServe,No,NA
Nyssa sylvatica,Common Species,NatureServe,No,NA
Oarisma garita,Common Species,NatureServe,No,NA
Oceanodroma leucorhoa,Common Species,NatureServe,No,NA
Ochlodes sylvanoides,Common Species,NatureServe,No,NA
Ochrolechia gowardii,Common Species,NatureServe,No,NA
Oclemena nemoralis,Common Species,NatureServe,No,NA
Octogomphus specularis,Common Species,NatureServe,No,NA
Odocoileus hemionus,Common Species,NatureServe,No,NA
Odontoschisma sphagni,Common Species,NatureServe,No,NA
Oeneis alberta alberta,Common Species,NatureServe,No,NA
Oeneis alberta,Common Species,NatureServe,No,NA
Oeneis chryxus caryi,Common Species,NatureServe,No,NA
Oeneis jutta,Common Species,NatureServe,No,NA
Oeneis macounii,Common Species,NatureServe,No,NA
Oeneis melissa,Common Species,NatureServe,No,NA
Oeneis uhleri,Common Species,NatureServe,No,NA
Oenothera caespitosa ssp. caespitosa,Common Species,NatureServe,No,NA
Oenothera clelandii,Common Species,NatureServe,No,NA
Oenothera flava,Common Species,NatureServe,No,NA
Oenothera fruticosa ssp. glauca,Common Species,NatureServe,No,NA
Oenothera oakesiana,Common Species,NatureServe,No,NA
Oenothera pallida ssp. pallida,Common Species,NatureServe,No,NA
Oenothera perennis,Common Species,NatureServe,No,NA
Oenothera pilosella ssp. pilosella,Common Species,NatureServe,No,NA
Oenothera pilosella,Common Species,NatureServe,No,NA
Oenothera villosa,Common Species,NatureServe,No,NA
Oligoneuron album,Common Species,NatureServe,No,NA
Oligoneuron houghtonii,Common Species,NatureServe,No,NA
Oligoneuron riddellii,Common Species,NatureServe,No,NA
Oligoneuron rigidum var. rigidum,Common Species,NatureServe,No,NA
Oligotrichum aligerum,Common Species,NatureServe,No,NA
Oligotrichum falcatum,Common Species,NatureServe,No,NA
Oligotrichum hercynicum,Common Species,NatureServe,No,NA
Oligotrichum parallelum,Common Species,NatureServe,No,NA
Olsynium douglasii var. inflatum,Common Species,NatureServe,No,NA
Omophron tessellatum,Common Species,NatureServe,No,NA
Omphalina hudsoniana,Common Species,NatureServe,No,NA
Omphalina umbellifera,Common Species,NatureServe,No,NA
Oncophorus virens,Common Species,NatureServe,No,NA
Oncophorus wahlenbergii,Common Species,NatureServe,No,NA
Oncorhynchus clarkii lewisi,Common Species,NatureServe,No,NA
Oncorhynchus kisutch,Common Species,NatureServe,No,NA
Oncorhynchus nerka,Common Species,NatureServe,No,NA
Onoclea sensibilis,Common Species,NatureServe,No,NA
Onosmodium molle ssp. hispidissimum,Common Species,NatureServe,No,NA
Onosmodium molle ssp. occidentale,Common Species,NatureServe,No,NA
Onosmodium molle,Common Species,NatureServe,No,NA
Opheodrys vernalis,Common Species,NatureServe,No,NA
Ophioglossum pusillum,Common Species,NatureServe,No,NA
Ophiogomphus anomalus,Common Species,NatureServe,No,NA
Ophiogomphus aspersus,Common Species,NatureServe,No,NA
Ophiogomphus carolus,Common Species,NatureServe,No,NA
Ophiogomphus colubrinus,Common Species,NatureServe,No,NA
Ophiogomphus mainensis,Common Species,NatureServe,No,NA
Ophiogomphus rupinsulensis,Common Species,NatureServe,No,NA
Ophioparma lapponica,Common Species,NatureServe,No,NA
Oplopanax horridus,Common Species,NatureServe,No,NA
Oporornis agilis,Common Species,NatureServe,No,NA
Opuntia fragilis,Common Species,NatureServe,No,NA
Oreas martiana,Common Species,NatureServe,No,NA
Oreothlypis peregrina,Common Species,NatureServe,No,NA
Orobanche corymbosa ssp. mutabilis,Common Species,NatureServe,No,NA
Orobanche fasciculata,Common Species,NatureServe,No,NA
Orobanche ludoviciana var. arenosa,Common Species,NatureServe,No,NA
